R:A::C:P,0 3 5,1 4 6,2
0 3 5,0.5234375,0.3125,0.1640625
1 4 6,0.44947735191637633,0.3797909407665505,0.17073170731707318
2,0.42342342342342343,0.36036036036036034,0.21621621621621623
