R:A::C:P,0,1,2 6,3 4 5
0,0.48148148148148145,0.25925925925925924,0.037037037037037035,0.2222222222222222
1,0.23728813559322035,0.3728813559322034,0.15254237288135594,0.23728813559322035
2 6,0.14285714285714285,0.14285714285714285,0.32142857142857145,0.39285714285714285
3 4 5,0.16666666666666666,0.0,0.4166666666666667,0.4166666666666667
