R:A::C:P,0 1 6,2 5,3,4
0 1 6,0.6115702479338843,0.1652892561983471,0.08677685950413223,0.13636363636363635
2 5,0.5102040816326531,0.24489795918367346,0.12244897959183673,0.12244897959183673
3,0.18181818181818182,0.45454545454545453,0.13636363636363635,0.22727272727272727
4,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.5
