R:A::C:P,0,1 2 5,3 4 6
0,0.4666666666666667,0.2833333333333333,0.25
1 2 5,0.23106060606060605,0.36742424242424243,0.4015151515151515
3 4 6,0.07692307692307693,0.40384615384615385,0.5192307692307693
