R:A::C:P,0,1,2 6,3,4 5
0,0.022988505747126436,0.013649425287356323,0.00646551724137931,0.0021551724137931034,0.007902298850574713
1,0.06609195402298851,0.07255747126436782,0.05675287356321839,0.02442528735632184,0.05387931034482758
2 6,0.06321839080459771,0.0617816091954023,0.14870689655172414,0.06752873563218391,0.1372126436781609
3,0.01221264367816092,0.007902298850574713,0.020114942528735632,0.010775862068965518,0.022270114942528736
4 5,0.017959770114942528,0.01221264367816092,0.03089080459770115,0.022988505747126436,0.03735632183908046
