R:A::C:P,0,1,2 6,3,4 5
0,0.12598425196850394,0.0811965811965812,0.02459016393442623,0.016853932584269662,0.030555555555555555
1,0.36220472440944884,0.43162393162393164,0.21584699453551912,0.19101123595505617,0.20833333333333334
2 6,0.3464566929133858,0.36752136752136755,0.5655737704918032,0.5280898876404494,0.5305555555555556
3,0.06692913385826772,0.04700854700854701,0.07650273224043716,0.08426966292134831,0.08611111111111111
4 5,0.0984251968503937,0.07264957264957266,0.11748633879781421,0.1797752808988764,0.14444444444444443
