R:A::C:P,0,1,2 6,3,4 5
0,0.43243243243243246,0.25675675675675674,0.12162162162162163,0.04054054054054054,0.14864864864864866
1,0.24146981627296588,0.2650918635170604,0.2073490813648294,0.08923884514435695,0.1968503937007874
2 6,0.13213213213213212,0.12912912912912913,0.3108108108108108,0.14114114114114115,0.28678678678678676
3,0.16666666666666666,0.10784313725490197,0.27450980392156865,0.14705882352941177,0.30392156862745096
4 5,0.14792899408284024,0.10059171597633136,0.25443786982248523,0.1893491124260355,0.3076923076923077
