R:A::C:P,0,1,2,3,4 5 6
0,0.16911764705882354,0.08843537414965986,0.05660377358490566,0.05263157894736842,0.08754208754208755
1,0.4411764705882353,0.47619047619047616,0.330188679245283,0.3263157894736842,0.2828282828282828
2,0.16911764705882354,0.2108843537414966,0.2830188679245283,0.25263157894736843,0.21548821548821548
3,0.029411764705882353,0.05442176870748299,0.08490566037735849,0.09473684210526316,0.06734006734006734
4 5 6,0.19117647058823528,0.17006802721088435,0.24528301886792453,0.2736842105263158,0.3468013468013468
