R:A::C:P,0,1,2,3,4 5 6
0,0.029449423815621,0.016645326504481434,0.0076824583866837385,0.006402048655569782,0.03329065300896287
1,0.07682458386683738,0.08962868117797695,0.04481434058898848,0.03969270166453265,0.10755441741357234
2,0.029449423815621,0.03969270166453265,0.03841229193341869,0.030729833546734954,0.08194622279129321
3,0.005121638924455826,0.010243277848911651,0.011523687580025609,0.011523687580025609,0.02560819462227913
4 5 6,0.03329065300896287,0.03201024327784891,0.03329065300896287,0.03329065300896287,0.13188220230473752
