R:A::C:P,0 3 4,1 5 6,2
0 3 4,0.08979885057471264,0.0617816091954023,0.027298850574712645
1 5 6,0.2765804597701149,0.28304597701149425,0.0639367816091954
2,0.08045977011494253,0.08764367816091954,0.029454022988505746
