R:A::C:P,0 6,1,2 4,3 5
0 6,0.37831858407079644,0.23504273504273504,0.3016759776536313,0.3764367816091954
1,0.2920353982300885,0.43162393162393164,0.24860335195530725,0.16954022988505746
2 4,0.2013274336283186,0.23504273504273504,0.2988826815642458,0.27298850574712646
3 5,0.12831858407079647,0.09829059829059829,0.15083798882681565,0.1810344827586207
