R:A::C:P,0 6,1,2 4,3 5
0 6,0.12284482758620689,0.039511494252873564,0.07758620689655173,0.09410919540229885
1,0.09482758620689655,0.07255747126436782,0.0639367816091954,0.042385057471264365
2 4,0.0653735632183908,0.039511494252873564,0.07686781609195402,0.06824712643678162
3 5,0.041666666666666664,0.016522988505747127,0.03879310344827586,0.04525862068965517
