R:A::C:P,0 6,1,2 4,3 5
0 6,0.36774193548387096,0.11827956989247312,0.23225806451612904,0.2817204301075269
1,0.3464566929133858,0.2650918635170604,0.2335958005249344,0.15485564304461943
2 4,0.2614942528735632,0.15804597701149425,0.3074712643678161,0.27298850574712646
3 5,0.29292929292929293,0.11616161616161616,0.2727272727272727,0.3181818181818182
