R:A::C:P,0,1 2,3 4 5 6
0,0.43243243243243246,0.35135135135135137,0.21621621621621623
1 2,0.19969512195121952,0.3521341463414634,0.4481707317073171
3 4 5 6,0.13746223564954682,0.2190332326283988,0.6435045317220544
