R:A::C:P,0,1 2,3 4 5 6
0,0.12598425196850394,0.06467661691542288,0.021739130434782608
1 2,0.515748031496063,0.5746268656716418,0.39945652173913043
3 4 5 6,0.35826771653543305,0.36069651741293535,0.5788043478260869
