                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     012-3-456   69.05%     46.15%     38.50%     15.12%  
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     01-23-456   59.52%     47.75%     45.29%     24.13%  
                     0-123-456   57.94%     45.63%     42.76%     19.06%  
                     01-2-3456   57.94%     53.33%     47.26%     27.47%  
                     0-1-23456   51.59%     53.48%     50.39%     29.05%  
                     0-12-3456   51.59%     53.62%     45.71%     23.83%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-12-3456   51.59%     53.62%     45.71%     23.83%  
                     0-1-23456   51.59%     53.48%     50.39%     29.05%  
                     01-2-3456   57.94%     53.33%     47.26%     27.47%  
                     01-23-456   59.52%     47.75%     45.29%     24.13%  
                     012-3-456   69.05%     46.15%     38.50%     15.12%  
                     0-123-456   57.94%     45.63%     42.76%     19.06%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-1-23456   51.59%     53.48%     50.39%     29.05%  
                     01-2-3456   57.94%     53.33%     47.26%     27.47%  
                     0-12-3456   51.59%     53.62%     45.71%     23.83%  
                     01-23-456   59.52%     47.75%     45.29%     24.13%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     0-123-456   57.94%     45.63%     42.76%     19.06%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     012-3-456   69.05%     46.15%     38.50%     15.12%  
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-1-23456   51.59%     53.48%     50.39%     29.05%  
                     01-2-3456   57.94%     53.33%     47.26%     27.47%  
                     01-23-456   59.52%     47.75%     45.29%     24.13%  
                     0-12-3456   51.59%     53.62%     45.71%     23.83%  
                     01-2345-6   65.87%     44.78%     43.12%     22.47%  
                     01-234-56   61.90%     42.08%     41.82%     20.21%  
                     0-123-456   57.94%     45.63%     42.76%     19.06%  
                     0-12345-6   70.63%     41.90%     41.25%     15.73%  
                     012-3-456   69.05%     46.15%     38.50%     15.12%  
                     0-1234-56   63.49%     39.56%     39.68%     13.49%  
                     012-34-56   69.05%     39.30%     34.94%     11.05%  
                     012-345-6   69.84%     38.37%     34.47%     10.49%  
                     0123-4-56   77.78%     35.73%     33.43%     2.83%   
                     0123-45-6   77.78%     32.16%     31.64%     0.62%   
                     01234-5-6   88.10%     30.33%     31.22%     -3.69%  
