R:A::C:P,0 1,2 6,3,4 5
0 1,0.5362637362637362,0.1934065934065934,0.08131868131868132,0.189010989010989
2 6,0.26126126126126126,0.3108108108108108,0.14114114114114115,0.28678678678678676
3,0.27450980392156865,0.27450980392156865,0.14705882352941177,0.30392156862745096
4 5,0.2485207100591716,0.25443786982248523,0.1893491124260355,0.3076923076923077
