R:A::C:P,0 1 4,2 3 5,6
0 1 4,0.48525073746312686,0.2926356589147287,0.24242424242424243
2 3 5,0.308259587020649,0.39147286821705424,0.31313131313131315
6,0.20648967551622419,0.31589147286821706,0.4444444444444444
