R:A::C:P,0 3,1,2 4 5 6
0 3,0.21875,0.1744186046511628,0.1814516129032258
1,0.4479166666666667,0.5,0.3911290322580645
2 4 5 6,0.3333333333333333,0.32558139534883723,0.4274193548387097
