R:A::C:P,0 2,1 6,3 4 5
0 2,0.4375,0.2708333333333333,0.2916666666666667
1 6,0.4666666666666667,0.225,0.30833333333333335
3 4 5,0.3548387096774194,0.12903225806451613,0.5161290322580645
