R:A::C:P,antag,fool,protag
antag,0.4827586206896552,0.06896551724137931,0.4482758620689655
fool,0.2608695652173913,0.5217391304347826,0.21739130434782608
protag,0.2571428571428571,0.14285714285714285,0.6
