R:A::C:P,antag,fool,protag
antag,0.4827586206896552,0.10526315789473684,0.3333333333333333
fool,0.20689655172413793,0.631578947368421,0.1282051282051282
protag,0.3103448275862069,0.2631578947368421,0.5384615384615384
