R:A::C:P,0 1,2,3 6,4,5
0 1,0.5102040816326531,0.17006802721088435,0.1292517006802721,0.10884353741496598,0.08163265306122448
2,0.3333333333333333,0.21621621621621623,0.27927927927927926,0.09009009009009009,0.08108108108108109
3 6,0.22535211267605634,0.18309859154929578,0.29577464788732394,0.14084507042253522,0.15492957746478872
4,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,0.2916666666666667
5,0.3076923076923077,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.0
