R:A::C:P,0,1 6,2,3 4 5
0,0.029449423815621,0.023047375160051217,0.0076824583866837385,0.03329065300896287
1 6,0.09218950064020487,0.17797695262483995,0.06017925736235595,0.16901408450704225
2,0.029449423815621,0.056338028169014086,0.03841229193341869,0.09603072983354674
3 4 5,0.023047375160051217,0.04481434058898848,0.029449423815621,0.08962868117797695
