R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.6258064516129033,0.12903225806451613,0.13548387096774195,0.10967741935483871
1,0.5486725663716814,0.1902654867256637,0.17699115044247787,0.084070796460177
2,0.4144144144144144,0.18018018018018017,0.21621621621621623,0.1891891891891892
3,0.5,0.08823529411764706,0.2647058823529412,0.14705882352941177
