R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.3415492957746479,0.23255813953488372,0.22340425531914893,0.27419354838709675
1,0.43661971830985913,0.5,0.425531914893617,0.3064516129032258
2,0.1619718309859155,0.23255813953488372,0.2553191489361702,0.3387096774193548
3,0.05985915492957746,0.03488372093023256,0.09574468085106383,0.08064516129032258
