R:A::C:P,0 3,1,2,4,5,6
0 3,67,30,22,21,21,15
1,126,101,39,50,25,40
2,78,50,41,34,34,38
4,21,5,16,16,9,6
5,36,12,10,14,13,11
6,104,36,40,55,68,88
