R:A::C:P,0,1 2 4,3 5,6
0,0.022988505747126436,0.022988505747126436,0.005747126436781609,0.0014367816091954023
1 2 4,0.09985632183908046,0.25287356321839083,0.11063218390804598,0.0603448275862069
3 5,0.02442528735632184,0.05531609195402299,0.04525862068965517,0.017241379310344827
6,0.035201149425287355,0.09410919540229885,0.08836206896551724,0.06321839080459771
