R:A::C:P,0,1 2 4,3 5,6
0,0.43243243243243246,0.43243243243243246,0.10810810810810811,0.02702702702702703
1 2 4,0.1906721536351166,0.4828532235939643,0.2112482853223594,0.11522633744855967
3 5,0.1717171717171717,0.3888888888888889,0.3181818181818182,0.12121212121212122
6,0.12531969309462915,0.3350383631713555,0.3145780051150895,0.22506393861892582
