R:A::C:P,0 5,1 6,2,3,4
0 5,0.12578616352201258,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.0440251572327044
1 6,0.1509433962264151,0.11320754716981132,0.06918238993710692,0.08176100628930817,0.03773584905660377
2,0.050314465408805034,0.03773584905660377,0.050314465408805034,0.06918238993710692,0.006289308176100629
3,0.0,0.006289308176100629,0.012578616352201259,0.012578616352201259,0.012578616352201259
4,0.006289308176100629,0.0,0.006289308176100629,0.012578616352201259,0.018867924528301886
