R:A::C:P,0,1 2,3 5 6,4
0,0.4117647058823529,0.3235294117647059,0.19117647058823528,0.07352941176470588
1 2,0.24925816023738873,0.3768545994065282,0.26409495548961426,0.10979228486646884
3 5 6,0.15463917525773196,0.24742268041237114,0.4329896907216495,0.16494845360824742
4,0.125,0.2916666666666667,0.5833333333333334,0.0
