R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.7027027027027027,0.11261261261261261,0.18468468468468469
4,0.45454545454545453,0.45454545454545453,0.09090909090909091
5 6,0.8571428571428571,0.0,0.14285714285714285
