R:A::C:P,0,1,2 5,3 6,4
0,0.43243243243243246,0.25675675675675674,0.16216216216216217,0.06756756756756757,0.08108108108108109
1,0.24146981627296588,0.2650918635170604,0.1679790026246719,0.1942257217847769,0.13123359580052493
2 5,0.1509433962264151,0.16711590296495957,0.2641509433962264,0.2884097035040431,0.1293800539083558
3 6,0.13387423935091278,0.09533468559837728,0.281947261663286,0.34685598377281945,0.14198782961460446
4,0.1095890410958904,0.0684931506849315,0.3424657534246575,0.2602739726027397,0.2191780821917808
