R:A::C:P,0,1,2 5,3 6,4
0,0.12598425196850394,0.0811965811965812,0.03550295857988166,0.013297872340425532,0.031578947368421054
1,0.36220472440944884,0.43162393162393164,0.1893491124260355,0.19680851063829788,0.2631578947368421
2 5,0.2204724409448819,0.26495726495726496,0.28994082840236685,0.2845744680851064,0.25263157894736843
3 6,0.25984251968503935,0.20085470085470086,0.41124260355029585,0.45478723404255317,0.3684210526315789
4,0.031496062992125984,0.021367521367521368,0.07396449704142012,0.05053191489361702,0.08421052631578947
