R:A::C:P,0 1 2 6,3,4 5
0 1 2 6,0.6360392506690455,0.11685994647636039,0.24710080285459413
3,0.5490196078431373,0.14705882352941177,0.30392156862745096
4 5,0.5029585798816568,0.1893491124260355,0.3076923076923077
