R:A::C:P,0 4,1,2,3 5 6
0 4,0.45901639344262296,0.17857142857142858,0.12,0.13333333333333333
1,0.39344262295081966,0.6428571428571429,0.44,0.37777777777777777
2,0.08196721311475409,0.14285714285714285,0.32,0.37777777777777777
3 5 6,0.06557377049180328,0.03571428571428571,0.12,0.1111111111111111
