R:A::C:P,0,1,2,3,4,5,6,7,p
0,30,18,7,3,5,4,2,0,5
1,84,91,38,28,48,20,38,22,12
2,33,47,41,35,29,28,35,16,11
3,16,11,15,13,12,13,13,4,5
4,6,4,14,10,14,8,4,6,7
5,15,9,10,17,13,8,11,10,3
6,40,30,35,45,46,55,80,44,16
7,8,3,0,4,2,4,1,8,0
p,9,5,6,4,7,7,5,7,0
