R:A::C:P,0,1 2 3,4 6,5
0,0.029449423815621,0.030729833546734954,0.02176696542893726,0.011523687580025609
1 2 3,0.11139564660691421,0.31626120358514725,0.1382842509603073,0.07682458386683738
4 6,0.024327784891165175,0.07426376440460948,0.06530089628681178,0.026888604353393086
5,0.008962868117797696,0.024327784891165175,0.024327784891165175,0.015364916773367477
