R:A::C:P,0 2,1 4 5,3 6
0 2,0.3853211009174312,0.4,0.38095238095238093
1 4 5,0.5779816513761468,0.52,0.49206349206349204
3 6,0.03669724770642202,0.08,0.12698412698412698
