R:A::C:P,0 1,2,3 5,4 6
0 1,0.5102040816326531,0.17006802721088435,0.16666666666666666,0.15306122448979592
2,0.3333333333333333,0.21621621621621623,0.2702702702702703,0.18018018018018017
3 5,0.23333333333333334,0.18333333333333332,0.31666666666666665,0.26666666666666666
4 6,0.2459016393442623,0.14754098360655737,0.2459016393442623,0.36065573770491804
