R:A::C:P,0 2 4,1 3 5,6
0 2 4,0.32516339869281047,0.30412371134020616,0.23232323232323232
1 3 5,0.4395424836601307,0.422680412371134,0.32323232323232326
6,0.23529411764705882,0.27319587628865977,0.4444444444444444
