R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.6658653846153846,0.22235576923076922,0.11177884615384616
4 5,0.591715976331361,0.3076923076923077,0.10059171597633136
6,0.46035805626598464,0.3145780051150895,0.22506393861892582
