R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.39798850574712646,0.13290229885057472,0.0668103448275862
4 5,0.07183908045977011,0.03735632183908046,0.01221264367816092
6,0.12931034482758622,0.08836206896551724,0.06321839080459771
