R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.4110854503464203,0.2585034013605442,0.3018867924528302,0.3263157894736842
1,0.3325635103926097,0.47619047619047616,0.330188679245283,0.3263157894736842
2,0.20092378752886836,0.2108843537414966,0.2830188679245283,0.25263157894736843
3,0.05542725173210162,0.05442176870748299,0.08490566037735849,0.09473684210526316
