R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.6379928315412187,0.13620071684587814,0.11469534050179211,0.1111111111111111
1,0.5142857142857142,0.25,0.125,0.11071428571428571
2,0.5058139534883721,0.18023255813953487,0.1744186046511628,0.13953488372093023
3,0.48,0.16,0.18,0.18
