R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.22791293213828426,0.04865556978233035,0.040973111395646605,0.03969270166453265
1,0.18437900128040974,0.08962868117797695,0.04481434058898848,0.03969270166453265
2,0.11139564660691421,0.03969270166453265,0.03841229193341869,0.030729833546734954
3,0.030729833546734954,0.010243277848911651,0.011523687580025609,0.011523687580025609
