R:A::C:P,0 2,1 5,3,4
0 2,0.5,0.3157894736842105,0.18421052631578946,0.0
1 5,0.5675675675675675,0.32432432432432434,0.10810810810810811,0.0
3,1.0,0.0,0.0,0.0
4,0.5,0.0,0.0,0.5
