R:A::C:P,0,1,2,3,4,5,6,p
0,0.64,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2,0.4230769230769231,0.45,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666
2,0.08,0.23076923076923078,0.25,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.0
4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
5,0.0,0.038461538461538464,0.15,0.0,0.3333333333333333,0.0,0.5,0.0
6,0.04,0.0,0.05,0.5,0.3333333333333333,0.0,0.5,0.16666666666666666
p,0.0,0.07692307692307693,0.0,0.5,0.0,0.6666666666666666,0.0,0.5
