R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.5753424657534246,0.2273972602739726,0.08767123287671233,0.1095890410958904
3 4,0.4114285714285714,0.33714285714285713,0.14285714285714285,0.10857142857142857
5,0.40625,0.34375,0.13541666666666666,0.11458333333333333
6,0.319693094629156,0.2813299232736573,0.17391304347826086,0.22506393861892582
