R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.6402439024390244,0.45108695652173914,0.3764705882352941,0.40404040404040403
3 4,0.10975609756097561,0.16032608695652173,0.14705882352941177,0.09595959595959595
5,0.05945121951219512,0.08967391304347826,0.07647058823529412,0.05555555555555555
6,0.19054878048780488,0.29891304347826086,0.4,0.4444444444444444
