R:A::C:P,0 6,1,2 5,3,4
0 6,0.36774193548387096,0.11827956989247312,0.25806451612903225,0.12473118279569892,0.13118279569892474
1,0.3464566929133858,0.2650918635170604,0.1679790026246719,0.08923884514435695,0.13123359580052493
2 5,0.2830188679245283,0.16711590296495957,0.2641509433962264,0.15633423180592992,0.1293800539083558
3,0.29411764705882354,0.10784313725490197,0.30392156862745096,0.14705882352941177,0.14705882352941177
4,0.1917808219178082,0.0684931506849315,0.3424657534246575,0.1780821917808219,0.2191780821917808
