R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.5161290322580645,0.22580645161290322,0.06451612903225806,0.06451612903225806,0.12903225806451613
1,0.3050847457627119,0.3728813559322034,0.15254237288135594,0.1016949152542373,0.06779661016949153
2,0.25925925925925924,0.14814814814814814,0.3333333333333333,0.18518518518518517,0.07407407407407407
3,0.2,0.0,0.2,0.4,0.2
4,0.5,0.0,0.25,0.0,0.25
