                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    05-13-24-6   46.83%     35.54%     34.50%     15.05%  
                    0-13-25-46   46.03%     44.59%     40.15%     21.86%  
                    0-134-2-56   46.03%     33.61%     34.08%     13.46%  
                    0-134-26-5   46.03%     33.31%     33.55%     12.78%  
                    0-135-26-4   46.03%     39.38%     36.73%     17.11%  
                    0-136-24-5   46.03%     34.83%     34.75%     15.28%  
                    0-146-23-5   46.03%     36.26%     35.76%     16.43%  
                    0-15-23-46   46.03%     45.80%     40.92%     23.29%  
                    0-16-235-4   46.03%     43.17%     39.12%     22.12%  
                    02-13-4-56   46.03%     30.47%     28.90%     8.35%   
                    02-13-45-6   46.03%     27.79%     27.56%     6.69%   
                    02-14-36-5   46.03%     39.88%     33.58%     14.12%  
                    02-15-36-4   46.03%     45.90%     36.71%     18.35%  
                    023-1-4-56   46.03%     30.40%     28.65%     8.69%   
                    023-1-45-6   46.03%     27.72%     27.31%     7.03%   
                    023-16-4-5   46.03%     30.25%     28.27%     7.81%   
                    026-13-4-5   46.03%     30.24%     28.57%     7.60%   
                    04-1-23-56   46.03%     37.93%     36.78%     19.75%  
                    04-1-25-36   46.03%     52.14%     43.81%     28.32%  
                    04-13-2-56   46.03%     35.37%     35.08%     16.27%  
                    04-13-26-5   46.03%     35.08%     34.55%     15.59%  
                    04-15-2-36   46.03%     50.81%     42.88%     26.27%  
                    04-16-23-5   46.03%     37.77%     36.40%     18.88%  
                    05-1-236-4   46.03%     43.30%     39.39%     22.81%  
                    05-136-2-4   46.03%     40.22%     37.33%     18.81%  
                    06-1-235-4   46.03%     42.89%     38.98%     22.36%  
                    06-134-2-5   46.03%     33.18%     33.56%     12.83%  
                    06-135-2-4   46.03%     39.25%     36.74%     17.16%  
                    0-1-234-56   45.24%     36.64%     35.73%     18.25%  
                    0-13-246-5   45.24%     34.69%     34.52%     14.93%  
                    0-13-256-4   45.24%     40.49%     37.51%     18.61%  
                    0-14-23-56   45.24%     36.03%     35.65%     16.46%  
                    0-14-25-36   45.24%     50.25%     42.68%     25.03%  
                    0-145-2-36   45.24%     48.78%     41.63%     22.86%  
                    0-156-23-4   45.24%     41.89%     38.43%     19.85%  
                    0-16-234-5   45.24%     36.48%     35.35%     17.38%  
                    02-14-35-6   45.24%     32.59%     29.57%     9.27%   
                    02-146-3-5   45.24%     33.44%     30.00%     9.48%   
                    02-15-3-46   45.24%     42.98%     35.15%     16.34%  
                    02-15-34-6   45.24%     34.09%     30.44%     10.87%  
                    034-1-25-6   45.24%     35.43%     34.07%     15.99%  
                    034-15-2-6   45.24%     34.09%     33.14%     13.94%  
                    0345-1-2-6   45.24%     34.32%     33.18%     15.10%  
                    045-1-2-36   45.24%     50.50%     42.34%     26.79%  
                    046-1-25-3   45.24%     45.78%     40.27%     24.01%  
                    046-15-2-3   45.24%     44.44%     39.34%     21.96%  
                    05-1-23-46   45.24%     45.94%     40.65%     24.13%  
                    05-13-2-46   45.24%     43.39%     38.95%     20.65%  
                    06-1-234-5   45.24%     36.21%     35.22%     17.61%  
                    06-13-25-4   45.24%     40.41%     37.49%     18.62%  
                    06-14-23-5   45.24%     35.60%     35.14%     15.82%  
                    06-15-23-4   45.24%     41.62%     38.26%     20.05%  
                    0-1-245-36   44.44%     50.53%     42.52%     26.23%  
                    0-13-24-56   44.44%     34.24%     34.23%     14.52%  
                    0-1456-2-3   44.44%     42.31%     38.03%     18.17%  
                    0-146-25-3   44.44%     43.81%     39.10%     20.39%  
                    0-15-24-36   44.44%     49.67%     42.03%     24.52%  
                    02-1-346-5   44.44%     39.32%     33.32%     15.80%  
                    02-14-3-56   44.44%     33.21%     29.89%     9.51%   
                    02-156-3-4   44.44%     39.07%     32.66%     12.90%  
                    026-14-3-5   44.44%     32.99%     29.55%     8.76%   
                    026-15-3-4   44.44%     39.01%     32.68%     12.99%  
                    0346-1-2-5   44.44%     34.55%     33.77%     16.22%  
                    04-1-256-3   44.44%     45.13%     39.61%     23.07%  
                    04-15-26-3   44.44%     43.84%     38.65%     20.98%  
                    04-156-2-3   44.44%     43.97%     38.83%     20.82%  
                    04-16-25-3   44.44%     45.32%     39.73%     22.84%  
                    0456-1-2-3   44.44%     44.08%     38.78%     22.43%  
                    05-13-26-4   44.44%     39.34%     36.28%     17.36%  
                    05-14-2-36   44.44%     49.05%     41.49%     23.82%  
                    05-16-23-4   44.44%     42.03%     38.13%     20.66%  
                    056-1-23-4   44.44%     41.76%     38.07%     20.92%  
                    056-13-2-4   44.44%     39.21%     36.37%     17.44%  
                    06-13-24-5   44.44%     33.81%     33.71%     13.88%  
                    0-1-236-45   43.65%     39.32%     37.77%     20.63%  
                    0-1-2456-3   43.65%     44.22%     39.04%     21.94%  
                    0-1-25-346   43.65%     49.69%     42.42%     26.71%  
                    0-136-2-45   43.65%     36.25%     35.72%     16.63%  
                    0-14-256-3   43.65%     43.24%     38.49%     19.77%  
                    0-145-26-3   43.65%     41.82%     37.40%     17.56%  
                    0-15-2-346   43.65%     48.35%     41.49%     24.66%  
                    0-15-246-3   43.65%     43.46%     38.63%     20.32%  
                    02-1-356-4   43.65%     41.96%     34.61%     17.06%  
                    03-14-25-6   43.65%     33.27%     32.53%     12.16%  
                    03-145-2-6   43.65%     31.79%     31.48%     9.99%   
                    035-14-2-6   43.65%     32.62%     32.01%     11.72%  
                    04-1-2-356   43.65%     46.87%     40.78%     24.99%  
                    045-1-26-3   43.65%     43.53%     38.11%     21.50%  
                    045-16-2-3   43.65%     43.68%     38.26%     21.31%  
                    05-1-24-36   43.65%     49.81%     41.76%     25.36%  
                    05-146-2-3   43.65%     42.60%     37.91%     19.18%  
                    06-14-25-3   43.65%     43.15%     38.47%     19.78%  
                    06-145-2-3   43.65%     41.68%     37.42%     17.61%  
                    0-1-23-456   42.86%     40.89%     38.33%     21.19%  
                    0-13-2-456   42.86%     38.34%     36.64%     17.71%  
                    0-14-2-356   42.86%     44.97%     39.66%     21.69%  
                    0-156-24-3   42.86%     42.84%     37.98%     19.07%  
                    0-16-245-3   42.86%     43.70%     38.45%     20.75%  
                    02-1-345-6   42.86%     32.24%     29.55%     10.76%  
                    02-1-35-46   42.86%     41.20%     34.29%     16.42%  
                    02-1-36-45   42.86%     42.06%     34.82%     17.01%  
                    03-1-245-6   42.86%     33.54%     32.37%     13.36%  
                    03-15-24-6   42.86%     32.69%     31.87%     11.65%  
                    035-1-24-6   42.86%     33.38%     32.28%     13.27%  
                    046-1-2-35   42.86%     42.66%     38.49%     22.04%  
                    05-1-2-346   42.86%     48.49%     41.23%     25.50%  
                    05-1-246-3   42.86%     43.59%     38.36%     21.16%  
                    05-14-26-3   42.86%     42.08%     37.26%     18.52%  
                    056-14-2-3   42.86%     41.95%     37.35%     18.60%  
                    06-1-245-3   42.86%     43.43%     38.31%     20.98%  
                    06-15-24-3   42.86%     42.57%     37.82%     19.27%  
                    0-1-24-356   42.06%     45.73%     39.93%     23.24%  
                    0-13-26-45   42.06%     35.36%     34.67%     15.18%  
                    0-146-2-35   42.06%     40.68%     37.32%     18.42%  
                    0-16-23-45   42.06%     38.06%     36.52%     18.47%  
                    02-1-3-456   42.06%     38.07%     32.57%     14.24%  
                    02-1-34-56   42.06%     32.93%     29.90%     11.18%  
                    02-16-34-5   42.06%     32.78%     29.52%     10.31%  
                    02-16-35-4   42.06%     37.29%     31.78%     12.95%  
                    026-1-34-5   42.06%     32.71%     29.57%     10.43%  
                    026-1-35-4   42.06%     37.22%     31.82%     13.07%  
                    034-1-2-56   42.06%     32.93%     32.60%     14.25%  
                    034-1-26-5   42.06%     32.64%     32.07%     13.57%  
                    034-16-2-5   42.06%     32.78%     32.22%     13.38%  
                    0356-1-2-4   42.06%     38.49%     35.32%     17.41%  
                    036-1-25-4   42.06%     39.28%     35.98%     17.99%  
                    036-14-2-5   42.06%     31.93%     31.92%     11.70%  
                    036-15-2-4   42.06%     37.95%     35.05%     15.94%  
                    04-1-26-35   42.06%     42.06%     37.80%     21.06%  
                    04-16-2-35   42.06%     42.20%     37.95%     20.87%  
                    05-16-24-3   42.06%     42.98%     37.69%     19.88%  
                    056-1-24-3   42.06%     42.71%     37.62%     20.14%  
                    06-1-23-45   42.06%     37.78%     36.38%     18.71%  
                    06-13-2-45   42.06%     35.23%     34.68%     15.23%  
                    0-1-2-3456   41.27%     45.08%     39.82%     23.70%  
                    0-1-246-35   41.27%     41.67%     37.77%     20.40%  
                    0-1-256-34   41.27%     42.95%     38.50%     21.45%  
                    0-14-26-35   41.27%     40.16%     36.67%     17.76%  
                    0-15-26-34   41.27%     41.67%     37.54%     19.36%  
                    0-156-2-34   41.27%     41.80%     37.72%     19.20%  
                    0-16-25-34   41.27%     43.15%     38.62%     21.22%  
                    02-16-3-45   41.27%     35.24%     30.75%     11.52%  
                    026-1-3-45   41.27%     35.17%     30.80%     11.65%  
                    03-1-25-46   41.27%     41.87%     37.25%     19.31%  
                    03-146-2-5   41.27%     30.99%     31.17%     10.40%  
                    03-15-2-46   41.27%     40.54%     36.32%     17.26%  
                    035-1-2-46   41.27%     41.23%     36.73%     18.87%  
                    036-1-24-5   41.27%     32.68%     32.20%     13.25%  
                    06-1-25-34   41.27%     42.87%     38.49%     21.45%  
                    06-14-2-35   41.27%     40.03%     36.69%     17.81%  
                    06-15-2-34   41.27%     41.54%     37.56%     19.40%  
                    0-16-24-35   40.48%     41.06%     37.10%     19.12%  
                    03-1-246-5   40.48%     31.98%     31.63%     12.38%  
                    03-1-256-4   40.48%     37.77%     34.61%     16.06%  
                    03-14-2-56   40.48%     30.77%     31.06%     10.42%  
                    03-14-26-5   40.48%     30.47%     30.53%     9.74%   
                    03-15-26-4   40.48%     36.49%     33.65%     13.97%  
                    03-156-2-4   40.48%     36.62%     33.83%     13.81%  
                    03-16-25-4   40.48%     37.97%     34.73%     15.83%  
                    035-1-26-4   40.48%     37.18%     34.06%     15.58%  
                    035-16-2-4   40.48%     37.32%     34.21%     15.39%  
                    05-1-26-34   40.48%     41.80%     37.28%     20.20%  
                    05-16-2-34   40.48%     41.94%     37.43%     20.01%  
                    056-1-2-34   40.48%     41.67%     37.36%     20.27%  
                    06-1-24-35   40.48%     40.79%     36.96%     19.36%  
                    03-1-24-56   39.68%     31.52%     31.33%     11.97%  
                    03-16-24-5   39.68%     31.37%     30.95%     11.10%  
                    0-1-26-345   38.89%     39.81%     36.65%     19.25%  
                    0-16-2-345   38.89%     39.95%     36.80%     19.06%  
                    036-1-2-45   38.89%     34.11%     33.17%     14.59%  
                    06-1-2-345   38.89%     39.68%     36.67%     19.30%  
                    03-1-2-456   38.10%     35.62%     33.74%     15.15%  
                    03-1-26-45   37.30%     32.65%     31.77%     12.63%  
                    03-16-2-45   37.30%     32.79%     31.92%     12.44%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    04-1-25-36   46.03%     52.14%     43.81%     28.32%  
                    04-15-2-36   46.03%     50.81%     42.88%     26.27%  
                    0-1-245-36   44.44%     50.53%     42.52%     26.23%  
                    045-1-2-36   45.24%     50.50%     42.34%     26.79%  
                    0-14-25-36   45.24%     50.25%     42.68%     25.03%  
                    01-25-36-4   58.73%     50.03%     40.90%     26.51%  
                    05-1-24-36   43.65%     49.81%     41.76%     25.36%  
                    0-1-25-346   43.65%     49.69%     42.42%     26.71%  
                    0-15-24-36   44.44%     49.67%     42.03%     24.52%  
                    0-125-36-4   55.56%     49.56%     39.65%     23.53%  
                    05-14-2-36   44.44%     49.05%     41.49%     23.82%  
                    05-12-36-4   51.59%     49.04%     38.53%     22.57%  
                    015-2-36-4   61.11%     48.95%     40.21%     25.44%  
                    0-145-2-36   45.24%     48.78%     41.63%     22.86%  
                    05-1-2-346   42.86%     48.49%     41.23%     25.50%  
                    0-15-2-346   43.65%     48.35%     41.49%     24.66%  
                    025-1-36-4   48.41%     47.15%     37.83%     21.03%  
                    01-25-3-46   57.94%     47.11%     39.34%     24.51%  
                    0-1-235-46   46.83%     47.07%     41.63%     25.60%  
                    04-1-2-356   43.65%     46.87%     40.78%     24.99%  
                    0-125-3-46   54.76%     46.64%     38.09%     21.52%  
                    05-12-3-46   50.79%     46.12%     36.98%     20.56%  
                    015-2-3-46   60.32%     46.03%     38.65%     23.44%  
                    05-1-23-46   45.24%     45.94%     40.65%     24.13%  
                    02-15-36-4   46.03%     45.90%     36.71%     18.35%  
                    0-15-23-46   46.03%     45.80%     40.92%     23.29%  
                    046-1-25-3   45.24%     45.78%     40.27%     24.01%  
                    0-1-24-356   42.06%     45.73%     39.93%     23.24%  
                    04-16-25-3   44.44%     45.32%     39.73%     22.84%  
                    04-1-256-3   44.44%     45.13%     39.61%     23.07%  
                    0-1-2-3456   41.27%     45.08%     39.82%     23.70%  
                    0-12-36-45   49.21%     45.07%     36.92%     20.39%  
                    0-14-2-356   42.86%     44.97%     39.66%     21.69%  
                    0-12-356-4   50.00%     44.97%     36.70%     20.44%  
                    01-2-36-45   55.56%     44.85%     38.09%     23.12%  
                    04-12-36-5   53.17%     44.78%     36.80%     20.79%  
                    01-2-356-4   56.35%     44.75%     37.87%     23.18%  
                    0-13-25-46   46.03%     44.59%     40.15%     21.86%  
                    046-15-2-3   45.24%     44.44%     39.34%     21.96%  
                    0-1-2356-4   47.62%     44.28%     40.20%     24.13%  
                    025-1-3-46   47.62%     44.23%     36.27%     19.03%  
                    0-1-2456-3   43.65%     44.22%     39.04%     21.94%  
                    0-12-35-46   49.21%     44.20%     36.39%     19.80%  
                    0456-1-2-3   44.44%     44.08%     38.78%     22.43%  
                    01-2-35-46   55.56%     43.99%     37.56%     22.54%  
                    04-156-2-3   44.44%     43.97%     38.83%     20.82%  
                    04-15-26-3   44.44%     43.84%     38.65%     20.98%  
                    0-146-25-3   44.44%     43.81%     39.10%     20.39%  
                    0-16-245-3   42.86%     43.70%     38.45%     20.75%  
                    045-16-2-3   43.65%     43.68%     38.26%     21.31%  
                    05-1-246-3   42.86%     43.59%     38.36%     21.16%  
                    045-1-26-3   43.65%     43.53%     38.11%     21.50%  
                    0-15-246-3   43.65%     43.46%     38.63%     20.32%  
                    0-135-2-46   46.83%     43.43%     39.39%     20.40%  
                    01-24-36-5   57.94%     43.43%     37.12%     21.78%  
                    06-1-245-3   42.86%     43.43%     38.31%     20.98%  
                    05-13-2-46   45.24%     43.39%     38.95%     20.65%  
                    014-2-36-5   62.70%     43.33%     37.52%     22.38%  
                    05-1-236-4   46.03%     43.30%     39.39%     22.81%  
                    0-14-256-3   43.65%     43.24%     38.49%     19.77%  
                    016-25-3-4   57.14%     43.18%     36.85%     20.66%  
                    0-16-235-4   46.03%     43.17%     39.12%     22.12%  
                    0-15-236-4   46.83%     43.16%     39.65%     21.97%  
                    06-14-25-3   43.65%     43.15%     38.47%     19.78%  
                    0-124-36-5   54.76%     43.15%     36.09%     17.78%  
                    0-16-25-34   41.27%     43.15%     38.62%     21.22%  
                    01-256-3-4   57.14%     43.01%     36.70%     21.26%  
                    02-15-3-46   45.24%     42.98%     35.15%     16.34%  
                    05-16-24-3   42.06%     42.98%     37.69%     19.88%  
                    0-1-256-34   41.27%     42.95%     38.50%     21.45%  
                    06-1-235-4   46.03%     42.89%     38.98%     22.36%  
                    06-1-25-34   41.27%     42.87%     38.49%     21.45%  
                    0-156-24-3   42.86%     42.84%     37.98%     19.07%  
                    0-1256-3-4   53.97%     42.73%     35.62%     17.59%  
                    056-1-24-3   42.06%     42.71%     37.62%     20.14%  
                    046-1-2-35   42.86%     42.66%     38.49%     22.04%  
                    05-146-2-3   43.65%     42.60%     37.91%     19.18%  
                    06-15-24-3   42.86%     42.57%     37.82%     19.27%  
                    06-125-3-4   53.97%     42.46%     35.44%     18.28%  
                    0-12-346-5   50.79%     42.33%     35.41%     19.18%  
                    0-1456-2-3   44.44%     42.31%     38.03%     18.17%  
                    05-126-3-4   50.00%     42.23%     34.51%     16.73%  
                    04-16-2-35   42.06%     42.20%     37.95%     20.87%  
                    01-2-346-5   57.14%     42.11%     36.58%     21.92%  
                    0156-2-3-4   59.52%     42.08%     36.17%     19.46%  
                    05-14-26-3   42.86%     42.08%     37.26%     18.52%  
                    02-1-36-45   42.86%     42.06%     34.82%     17.01%  
                    04-1-26-35   42.06%     42.06%     37.80%     21.06%  
                    05-16-23-4   44.44%     42.03%     38.13%     20.66%  
                    015-26-3-4   59.52%     41.98%     35.99%     20.15%  
                    02-1-356-4   43.65%     41.96%     34.61%     17.06%  
                    056-14-2-3   42.86%     41.95%     37.35%     18.60%  
                    05-16-2-34   40.48%     41.94%     37.43%     20.01%  
                    056-12-3-4   50.00%     41.94%     34.39%     17.35%  
                    0-156-23-4   45.24%     41.89%     38.43%     19.85%  
                    03-1-25-46   41.27%     41.87%     37.25%     19.31%  
