R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.8013698630136986,0.1095890410958904,0.08904109589041095
4,0.5714285714285714,0.42857142857142855,0.0
5 6,0.8333333333333334,0.0,0.16666666666666666
