R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,25,16,5,5,8,4,4,0,0,6
1,56,65,35,27,23,17,26,5,0,26
2,15,34,31,15,8,23,15,6,0,25
3,6,8,8,7,0,7,2,3,0,9
4,3,3,8,5,10,5,4,0,0,1
5,3,7,5,6,5,12,15,1,0,3
6,8,8,9,10,16,13,32,2,0,12
7,3,3,0,2,1,0,0,2,0,1
a2,0,1,0,0,0,0,0,0,0,0
p,5,3,4,4,2,3,6,1,0,5
