R:A::C:P,0 3,1,2,4 5,6
0 3,0.21875,0.1744186046511628,0.20212765957446807,0.1743119266055046,0.15555555555555556
1,0.4479166666666667,0.5,0.425531914893617,0.42201834862385323,0.24444444444444444
2,0.19791666666666666,0.23255813953488372,0.2553191489361702,0.1743119266055046,0.2222222222222222
4 5,0.08854166666666667,0.046511627906976744,0.07446808510638298,0.11926605504587157,0.2
6,0.046875,0.046511627906976744,0.0425531914893617,0.11009174311926606,0.17777777777777778
