                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    01-2-3-4-5   52.50%     29.04%     33.47%     18.93%  
                    0-12-3-4-5   48.75%     29.33%     33.38%     16.16%  
                    0-1-23-4-5   42.50%     37.61%     39.06%     24.63%  
                    02-1-3-4-5   37.50%     25.56%     29.62%     10.75%  
                    0-13-2-4-5   36.25%     31.92%     34.88%     16.65%  
                    05-1-2-3-4   33.75%     31.87%     35.09%     18.79%  
                    0-15-2-3-4   33.75%     31.22%     34.86%     18.13%  
                    03-1-2-4-5   32.50%     30.05%     32.75%     15.17%  
                    0-1-24-3-5   32.50%     21.60%     22.10%     4.72%   
                    04-1-2-3-5   31.25%     20.44%     21.05%     3.35%   
                    0-14-2-3-5   31.25%     20.53%     20.99%     3.27%   
                    0-1-25-3-4   31.25%     29.98%     33.49%     16.44%  
                    0-1-2-34-5   31.25%     24.29%     23.03%     5.58%   
                    0-1-2-35-4   31.25%     30.29%     34.01%     17.24%  
                    0-1-2-3-45   31.25%     26.96%     26.39%     8.85%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-23-4-5   42.50%     37.61%     39.06%     24.63%  
                    0-13-2-4-5   36.25%     31.92%     34.88%     16.65%  
                    05-1-2-3-4   33.75%     31.87%     35.09%     18.79%  
                    0-15-2-3-4   33.75%     31.22%     34.86%     18.13%  
                    0-1-2-35-4   31.25%     30.29%     34.01%     17.24%  
                    03-1-2-4-5   32.50%     30.05%     32.75%     15.17%  
                    0-1-25-3-4   31.25%     29.98%     33.49%     16.44%  
                    0-12-3-4-5   48.75%     29.33%     33.38%     16.16%  
                    01-2-3-4-5   52.50%     29.04%     33.47%     18.93%  
                    0-1-2-3-45   31.25%     26.96%     26.39%     8.85%   
                    02-1-3-4-5   37.50%     25.56%     29.62%     10.75%  
                    0-1-2-34-5   31.25%     24.29%     23.03%     5.58%   
                    0-1-24-3-5   32.50%     21.60%     22.10%     4.72%   
                    0-14-2-3-5   31.25%     20.53%     20.99%     3.27%   
                    04-1-2-3-5   31.25%     20.44%     21.05%     3.35%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-23-4-5   42.50%     37.61%     39.06%     24.63%  
                    05-1-2-3-4   33.75%     31.87%     35.09%     18.79%  
                    0-13-2-4-5   36.25%     31.92%     34.88%     16.65%  
                    0-15-2-3-4   33.75%     31.22%     34.86%     18.13%  
                    0-1-2-35-4   31.25%     30.29%     34.01%     17.24%  
                    0-1-25-3-4   31.25%     29.98%     33.49%     16.44%  
                    01-2-3-4-5   52.50%     29.04%     33.47%     18.93%  
                    0-12-3-4-5   48.75%     29.33%     33.38%     16.16%  
                    03-1-2-4-5   32.50%     30.05%     32.75%     15.17%  
                    02-1-3-4-5   37.50%     25.56%     29.62%     10.75%  
                    0-1-2-3-45   31.25%     26.96%     26.39%     8.85%   
                    0-1-2-34-5   31.25%     24.29%     23.03%     5.58%   
                    0-1-24-3-5   32.50%     21.60%     22.10%     4.72%   
                    04-1-2-3-5   31.25%     20.44%     21.05%     3.35%   
                    0-14-2-3-5   31.25%     20.53%     20.99%     3.27%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-23-4-5   42.50%     37.61%     39.06%     24.63%  
                    01-2-3-4-5   52.50%     29.04%     33.47%     18.93%  
                    05-1-2-3-4   33.75%     31.87%     35.09%     18.79%  
                    0-15-2-3-4   33.75%     31.22%     34.86%     18.13%  
                    0-1-2-35-4   31.25%     30.29%     34.01%     17.24%  
                    0-13-2-4-5   36.25%     31.92%     34.88%     16.65%  
                    0-1-25-3-4   31.25%     29.98%     33.49%     16.44%  
                    0-12-3-4-5   48.75%     29.33%     33.38%     16.16%  
                    03-1-2-4-5   32.50%     30.05%     32.75%     15.17%  
                    02-1-3-4-5   37.50%     25.56%     29.62%     10.75%  
                    0-1-2-3-45   31.25%     26.96%     26.39%     8.85%   
                    0-1-2-34-5   31.25%     24.29%     23.03%     5.58%   
                    0-1-24-3-5   32.50%     21.60%     22.10%     4.72%   
                    04-1-2-3-5   31.25%     20.44%     21.05%     3.35%   
                    0-14-2-3-5   31.25%     20.53%     20.99%     3.27%   
