R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,24,25,5,2,7,3,3,3,0,1
1,37,130,36,4,18,14,28,3,0,10
2,13,72,28,9,11,13,15,6,0,5
3,2,22,8,2,4,4,7,0,0,1
4,3,12,4,3,5,3,6,0,0,3
5,3,16,6,2,2,9,17,2,0,0
6,5,44,8,1,11,6,29,2,0,4
7,2,4,1,0,0,0,1,2,0,2
a2,0,1,0,0,0,0,0,0,0,0
p,1,12,7,0,2,1,6,2,0,2
