R:A::C:P,0 3,1 2,4,5 6
0 3,0.21875,0.18888888888888888,0.1206896551724138,0.19791666666666666
1 2,0.6458333333333334,0.7055555555555556,0.6379310344827587,0.5104166666666666
4,0.020833333333333332,0.03888888888888889,0.0,0.13541666666666666
5 6,0.11458333333333333,0.06666666666666667,0.2413793103448276,0.15625
