R:A::C:P,0 5,1 2 4 6,3
0 5,0.2154696132596685,0.14840989399293286,0.20967741935483872
1 2 4 6,0.7292817679558011,0.784452296819788,0.7096774193548387
3,0.055248618784530384,0.06713780918727916,0.08064516129032258
