R:C::C:G,0,1,2,3,4,5,6,7,p
0,11,18,9,22
1,32,39,28,67
2,27,21,13,20
3,6,4,7,5
4,2,4,3,5
5,9,4,0,4
6,7,4,1,4
7,1,0,1,3
p,2,4,2,4
