R:A::C:P,0 1 6,2,3,4 5
0 1 6,0.8082191780821918,0.52,0.4838709677419355,0.6666666666666666
2,0.136986301369863,0.32,0.3548387096774194,0.16666666666666666
3,0.0136986301369863,0.08,0.06451612903225806,0.06666666666666667
4 5,0.0410958904109589,0.08,0.0967741935483871,0.1
