R:A::C:P,0 1,2 3 4,5,6
0 1,0.5362637362637362,0.3054945054945055,0.06593406593406594,0.09230769230769231
2 3 4,0.28888888888888886,0.4533333333333333,0.13111111111111112,0.12666666666666668
5,0.3020833333333333,0.4479166666666667,0.13541666666666666,0.11458333333333333
6,0.21739130434782608,0.3836317135549872,0.17391304347826086,0.22506393861892582
