R:A::C:P,0,1 5 6,2 3,4
0,0.40476190476190477,0.16666666666666666,0.07142857142857142,0.3684210526315789
1 5 6,0.47619047619047616,0.5714285714285714,0.4642857142857143,0.3157894736842105
2 3,0.09523809523809523,0.2619047619047619,0.4107142857142857,0.15789473684210525
4,0.023809523809523808,0.0,0.05357142857142857,0.15789473684210525
